,Country or Region,CodeNum,latitude,longitude,Rank,Score,GDP,Family,Health,Freedom,Generosity,Corruption,Year
148,Malaysia,458.0,4.210484,101.975766,61,5.77,1.12486,1.07023,0.72394,0.53024,0.33075,0.10501,2015
303,Mali,466.0,17.570692,-3.996166,138,3.995,0.26074,1.03526,0.20583,0.38857,0.18798,0.12352,2015
481,Malta,470.0,35.937496,14.375416,37,6.302,1.2074,1.30203,0.88721,0.60365,0.51752,0.13586,2015
338,Mauritania,478.0,21.00789,-10.940835,124,4.436,0.45407,0.86908,0.35874,0.24232,0.219,0.17461,2015
50,Mauritius,480.0,-20.348404,57.552152,71,5.477,1.00761,0.98521,0.7095,0.56066,0.37744,0.07521,2015
352,Mexico,484.0,23.634501,-102.552784,14,7.187,1.02054,0.91451,0.81444,0.48181,0.14074,0.21312,2015
611,Mongolia,496.0,46.862496,103.846656,100,4.874,0.82819,1.3006,0.60268,0.43626,0.3323,0.02666,2015
566,Montenegro,499.0,42.708678,19.37439,82,5.192,0.97438,0.90557,0.72521,0.1826,0.1614,0.14296,2015
426,Morocco,504.0,31.791702,-7.09262,92,5.013,0.73479,0.64095,0.60954,0.41691,0.07172,0.08546,2015
65,Mozambique,508.0,-18.665695,35.529562,94,4.971,0.08308,1.02626,0.09131,0.34037,0.22269,0.15603,2015
343,Oman,512.0,21.512583,55.923255,22,6.853,1.36011,1.08182,0.76276,0.63274,0.21542,0.32524,2015
401,Nepal,524.0,28.394857,84.124008,121,4.514,0.35997,0.86449,0.56874,0.38282,0.32296,0.05907,2015
671,Netherlands,528.0,52.132633,5.291266,7,7.378,1.32944,1.28017,0.89284,0.61576,0.4761,0.31814,2015
0,New Zealand,554.0,-40.900557,174.885971,9,7.286,1.25018,1.31967,0.90837,0.63938,0.47501,0.42922,2015
249,Nicaragua,558.0,12.865416,-85.207229,57,5.828,0.59325,1.14184,0.74314,0.55475,0.27815,0.19317,2015
308,Niger,562.0,17.607789,8.081666,144,3.845,0.0694,0.77265,0.29707,0.47692,0.19387,0.15639,2015
206,Nigeria,566.0,9.081999,8.675277,78,5.268,0.65435,0.90432,0.16007,0.34334,0.27233,0.0403,2015
721,Norway,578.0,60.472024,8.468946,4,7.522,1.459,1.33095,0.88521,0.66973,0.34699,0.36503,2015
411,Pakistan,586.0,30.375321,69.345116,81,5.194,0.59543,0.41411,0.51466,0.12102,0.33671,0.10464,2015
196,Panama,591.0,8.537981,-80.782127,25,6.786,1.06353,1.1985,0.79661,0.5421,0.24434,0.0927,2015
36,Paraguay,600.0,-23.442503,-58.443832,53,5.878,0.75985,1.30477,0.66098,0.53899,0.3424,0.08242,2015
96,Peru,604.0,-9.189967,-75.015152,58,5.824,0.90019,0.97459,0.73017,0.41496,0.14982,0.05989,2015
254,Philippines,608.0,12.879721,121.774017,90,5.073,0.70532,1.03516,0.58114,0.62545,0.24991,0.12279,2015
666,Poland,616.0,51.919438,19.145136,60,5.791,1.12555,1.27948,0.77903,0.53122,0.16759,0.04212,2015
516,Portugal,620.0,39.399872,-8.224454,88,5.102,1.15991,1.13935,0.87519,0.51469,0.13719,0.01078,2015
371,Qatar,634.0,25.354826,51.183884,28,6.611,1.69042,1.0786,0.79733,0.6404,0.32573,0.52208,2015
591,Romania,642.0,45.943161,24.96676,86,5.124,1.04345,0.88588,0.7689,0.35068,0.13748,0.00649,2015
111,Rwanda,646.0,-1.940278,29.873888,154,3.465,0.22208,0.7737,0.42864,0.59201,0.22628,0.55191,2015
366,Saudi Arabia,682.0,23.885942,45.079162,35,6.411,1.39541,1.08393,0.72025,0.31048,0.13706,0.32524,2015
270,Senegal,686.0,14.497401,-14.452362,142,3.904,0.36498,0.97619,0.4354,0.36772,0.20843,0.10713,2015
581,Serbia,688.0,44.016521,21.005859,87,5.123,0.92053,1.00964,0.74836,0.20107,0.19231,0.02617,2015
191,Sierra Leone,694.0,8.460555,-11.779889,123,4.507,0.33024,0.95571,0.0,0.4084,0.21488,0.08786,2015
136,Singapore,702.0,1.352083,103.819836,24,6.798,1.52186,1.02,1.02525,0.54252,0.31105,0.4921,2015
641,Slovakia,703.0,48.669026,19.699024,45,5.995,1.16891,1.26999,0.78902,0.31751,0.16893,0.03431,2015
596,Slovenia,705.0,46.151241,14.995463,55,5.848,1.18498,1.27385,0.87337,0.60855,0.25328,0.03787,2015
20,South Africa,710.0,-30.559482,22.937506,113,4.642,0.92049,1.18468,0.27688,0.33207,0.11973,0.08884,2015
55,Zimbabwe,716.0,-19.015438,29.154857,115,4.61,0.271,1.03276,0.33475,0.25861,0.18987,0.08079,2015
531,Spain,724.0,40.463667,-3.74922,36,6.329,1.23011,1.31379,0.95562,0.45951,0.18227,0.06398,2015
245,Sudan,729.0,12.862807,30.217636,118,4.55,0.52107,1.01404,0.36878,0.10081,0.19062,0.1466,2015
146,Suriname,740.0,3.919305,-56.027783,40,6.269,0.99534,0.972,0.6082,0.59657,0.16991,0.13633,2015
716,Sweden,752.0,60.128161,18.643501,8,7.364,1.33171,1.28907,0.91087,0.6598,0.36262,0.43844,2015
606,Switzerland,756.0,46.818188,8.227512,1,7.587,1.39651,1.34951,0.94143,0.66557,0.29678,0.41978,2015
496,Tajikistan,762.0,38.861034,71.276093,106,4.786,0.39047,0.85563,0.57379,0.47216,0.22974,0.15072,2015
295,Thailand,764.0,15.870032,100.992541,34,6.455,0.9669,1.26504,0.7385,0.55664,0.5763,0.03187,2015
201,Togo,768.0,8.619543,0.824782,158,2.839,0.20868,0.13995,0.28443,0.36453,0.16681,0.10731,2015
231,Trinidad and Tobago,780.0,10.691803,-61.222503,41,6.168,1.21183,1.18354,0.61483,0.55884,0.31844,0.0114,2015
348,United Arab Emirates,784.0,23.424076,53.847818,20,6.901,1.42727,1.12575,0.80925,0.64157,0.26428,0.38583,2015
451,Tunisia,788.0,33.886917,9.537499,107,4.739,0.88113,0.60429,0.73793,0.26268,0.06431,0.06358,2015
501,Turkey,792.0,38.963745,35.243322,76,5.332,1.06098,0.94632,0.73172,0.22815,0.12253,0.15746,2015
506,Turkmenistan,795.0,38.969719,59.556278,70,5.548,0.95847,1.22668,0.53886,0.4761,0.16979,0.30844,2015
141,Uganda,800.0,1.373333,32.290275,141,3.931,0.21102,1.13299,0.33861,0.45727,0.29066,0.07267,2015
636,Ukraine,804.0,48.379433,31.16558,111,4.681,0.79907,1.20278,0.6739,0.25123,0.15275,0.02961,2015
386,Egypt,818.0,26.820553,30.802498,135,4.194,0.8818,0.747,0.61712,0.17288,0.11291,0.06324,2015
235,Burkina Faso,854.0,12.238333,-1.561593,152,3.587,0.25812,0.85188,0.27125,0.39493,0.21747,0.12832,2015
15,Uruguay,858.0,-32.522779,-55.765835,32,6.485,1.06166,1.2089,0.8116,0.60362,0.2324,0.24558,2015
546,Uzbekistan,860.0,41.377491,64.585262,44,6.003,0.63244,1.34043,0.59772,0.65821,0.22837,0.30826,2015
285,Yemen,887.0,15.552727,48.516388,136,4.077,0.54649,0.68093,0.40064,0.35571,0.09131,0.07854,2015
84,Zambia,894.0,-13.133897,27.849332,85,5.129,0.47038,0.91612,0.29924,0.48827,0.19591,0.12468,2015
29,Swaziland,748.0,-26.522503,31.465866,101,4.867,0.71206,1.07284,0.07566,0.30658,0.18259,0.0306,2015
69,Bolivia,68.0,-16.290154,-63.588653,51,5.89,0.68133,0.97841,0.5392,0.57414,0.20536,0.088,2015
101,Tanzania,834.0,-6.369028,34.888822,146,3.781,0.2852,1.00268,0.38215,0.32878,0.34377,0.05747,2015
162,Venezuela,862.0,6.42375,-66.58973,23,6.81,1.04424,1.25596,0.72052,0.42908,0.05841,0.11069,2015
265,Vietnam,704.0,14.058324,108.277199,75,5.36,0.63216,0.91226,0.74676,0.59444,0.1686,0.10441,2015
329,Laos,418.0,19.85627,102.495496,99,4.876,0.59066,0.73803,0.54909,0.59591,0.42192,0.24249,2015
344,Hong Kong,344.0,22.396428,114.109497,72,5.474,1.38604,1.05818,1.01328,0.59608,0.39478,0.37124,2015
362,Taiwan,158.0,23.69781,120.960515,38,6.298,1.29098,1.07617,0.8753,0.3974,0.25376,0.08129,2015
431,Palestinian Territories,275.0,31.952162,35.233154,108,4.715,0.59867,0.92558,0.66015,0.24499,0.11251,0.12905,2015
436,Iran,364.0,32.427908,53.688046,110,4.686,1.0088,0.54447,0.69805,0.30033,0.38086,0.05863,2015
461,Syria,760.0,34.802075,38.996815,156,3.006,0.6632,0.47489,0.72193,0.15684,0.47179,0.18906,2015
476,South Korea,410.0,35.907757,127.766922,47,5.984,1.24461,0.95774,0.96538,0.33208,0.18557,0.07857,2015
491,United States,840.0,37.09024,-95.712891,15,7.119,1.39451,1.24711,0.86179,0.54604,0.40105,0.1589,2015
561,Kosovo,-1.0,42.602636,20.902977,69,5.589,0.80148,0.81198,0.63132,0.24749,0.2831,0.04741,2015
621,Moldova,498.0,47.411631,28.369885,52,5.889,0.59448,1.01528,0.61826,0.32818,0.20951,0.01615,2015
651,Czech Republic,203.0,49.817492,15.472962,31,6.505,1.17898,1.20643,0.84483,0.46364,0.10686,0.02652,2015
691,United Kingdom,826.0,55.378051,-3.435973,21,6.867,1.26637,1.28548,0.90943,0.59625,0.51912,0.32067,2015
726,Russia,643.0,61.52401,105.318756,64,5.716,1.13764,1.23617,0.66926,0.36679,0.00199,0.03005,2015
741,North Cyprus,196.0,40.448761,-111.80763200000001,66,5.695,1.20806,1.07008,0.92356,0.49027,0.26169,0.1428,2015
742,Somaliland Region,706.0,-6.17476,106.82706999999999,91,5.057,0.18847,0.95152,0.43873,0.46582,0.50318,0.39928,2015
743,Macedonia,807.0,41.608635,21.745275,93,5.007,0.91851,1.00232,0.73545,0.33457,0.22359,0.05327,2015
744,Congo (Kinshasa),180.0,-4.32153,15.31185,120,4.517,0.0,1.0012,0.09806,0.22605,0.24834,0.07625,2015
746,Congo (Brazzaville),180.0,-4.26613,15.28318,139,3.989,0.67866,0.6629,0.31051,0.41466,0.12388,0.11686,2015
747,Ivory Coast,384.0,5.30966,-4.0126599999999994,151,3.655,0.46534,0.77115,0.15185,0.46866,0.20165,0.17922,2015
